6483
1806	2168	2	1	1
2479	2706	1	2	2
7234	9015	2	3	3
11564	11950	2	4	4
12045	12425	1	5	5
13362	13742	2	6	6
21565	21849	1	7	7
22394	22684	2	8	8
23999	27967	2	9	9
31566	32939	1	10	10
33447	34700	1	11	11
35154	36302	1	12	12
36508	37146	1	13	13
37463	38971	1	14	14
39258	41900	1	15	15
42176	42718	1	16	16
42880	45021	2	17	17
45898	48249	1	18	18
48563	51706	1	19	19
51854	52594	2	20	20
52800	54788	2	21	21
54988	56856	2	22	22
57028	57384	2	23	23
57517	57849	1	24	24
57949	58461	2	25	25
58694	61051	2	26	26
61315	62562	1	27	27
62839	65403	1	28	28
65777	67519	2	29	29
68715	69524	2	30	30
71785	73287	1	31	31
73425	73517	2	32	32
74019	74822	1	33	33
75042	76151	2	34	34
76426	79434	1	35	35
79717	80586	1	36	36
80709	81950	2	37	37
82705	83226	1	38	38
83334	84473	2	39	39
84748	87030	2	40	40
87285	87386	1	41	41
87500	87751	1	41	41
87854	92269	2	42	42
92899	94485	1	43	43
94686	95471	1	44	44
95629	99696	2	45	45
99304	99867	1	46	46
100224	101144	2	47	47
101564	105871	2	48	48
106271	108550	2	49	49
108876	110429	2	50	50
110845	113358	2	51	51
113613	114614	2	52	52
114918	118313	1	53	53
118563	119540	2	54	54
120224	124294	1	55	55
124878	126785	1	56	56
126902	128101	2	57	57
128251	129018	2	58	58
129269	130486	1	59	59
130798	131982	1	0	0
132198	134075	1	60	60
134183	135664	2	61	61
135853	136632	1	62	62
136913	137509	1	63	63
137697	138344	2	64	64
139502	141430	2	65	65
142173	142252	1	66	66
142366	142467	1	67	67
142619	143159	1	66	66
143706	147530	1	68	68
147593	151005	2	69	69
151096	151165	2	69	69
152256	153875	1	70	70
154064	154723	2	71	71
155004	156284	1	72	72
156753	158618	2	73	73
158965	159792	1	74	74
160596	164186	2	75	75
164543	165865	2	76	76
166741	168870	2	77	77
169374	170294	1	78	78
170395	171702	2	79	79
172210	175134	2	80	80
176855	177022	2	81	81
179280	179819	2	82	82
183769	184476	1	83	83
184891	185595	1	84	84
186320	186544	1	85	85
186835	187731	1	86	86
188106	188810	1	87	87
190192	192255	1	88	88
192336	192416	2	89	89
192618	196184	1	90	90
203402	208015	1	91	91
220197	220496	1	92	92
221048	221659	1	93	93
222405	222890	1	94	94
225459	226862	1	95	95
262423	264801	2	783	783
264725	265042	2	784	784
265050	266259	2	785	785
266359	267152	2	785	785
269748	269876	2	786	786
272104	272694	2	787	787
272990	276022	2	788	788
276384	279839	2	789	789
280320	283436	2	790	790
284219	285679	2	791	791
286241	286888	1	792	792
287089	290442	2	793	793
290570	290689	1	794	794
292078	293370	1	796	796
292078	293394	1	795	795
293372	297391	1	796	796
299196	300833	1	797	797
301288	302670	1	798	798
302974	305238	1	799	799
305420	306232	1	800	800
306399	307061	2	801	801
308121	308513	1	802	802
308708	309201	2	803	803
309290	309323	2	803	803
309506	310771	2	804	804
310968	311501	1	805	805
311717	313096	1	806	806
313162	321525	2	807	807
321965	322336	2	808	808
322841	322882	2	808	808
323345	324745	2	809	809
326019	328961	1	810	810
329312	331588	2	811	811
331894	333270	2	812	812
334009	335115	1	813	813
335213	336838	2	814	814
337402	341910	1	815	815
342521	342874	2	816	816
343186	346404	2	817	817
346642	348591	2	818	818
348865	349932	2	819	819
350333	350420	1	820	820
350666	351268	2	821	821
351601	351699	2	822	822
352121	352369	1	823	823
352366	352674	2	824	824
352884	354173	1	825	825
354557	355537	1	826	826
355782	358025	2	827	827
358812	362258	2	828	828
362514	363299	2	829	829
364029	367364	1	830	830
367459	369549	2	831	831
370075	372138	1	832	832
372268	372563	2	833	833
372649	372682	2	833	833
372737	373022	1	834	834
373092	373387	1	834	834
373580	374851	1	835	835
374944	375570	2	836	836
375905	377311	1	837	837
377716	378972	2	838	838
379732	381309	1	839	839
381522	384017	2	840	840
384896	386902	2	841	841
387268	387297	1	842	842
387414	388262	1	842	842
388971	389387	1	843	843
389442	389753	1	844	844
390038	394183	2	779	779
394567	395892	1	845	845
396286	397659	2	846	846
398141	398509	1	847	847
398831	399604	1	848	848
400484	402403	2	849	849
403390	404115	1	850	850
404255	404892	2	851	851
404990	405011	2	851	851
